sentence,offsets,correction,old_type,new_type,comment
"All people have some difficulties about their job but some of them have more than the others .
",10 12,,U:OTHER,,
"Reason for this ; they are famous and everybody wants to learn about them .
",4 4,,M:OTHER,,
"Moreover the advertisement for the show says that the main role in the musical plays great Danny Brook .
",14 15,,R:OTHER,,
"After the show together with my friends I went to the theatre restaurant to have a romantic supper , unfortunately it was closed without any sensible reason .
",23 26,,R:OTHER,,
"The school finished and we , I mean Pat , Tim and me , did n't know what to do with plenty of spare time .
",21 23,,R:OTHER,,
"It is known of all the lack of art festivals and cultural activities in general that shows our city .
",0 19,,R:OTHER,,
"Secondly , there were some problems of accommodation in the classical concerts because some concert halls were too small .
",5 8,,R:OTHER,,
"In addition , I would like to talk about the success among most visitors of the weekend ticket , due to its economical price and because of its comodity in use .
",11 18,,R:OTHER,,
"Finally , I would like to suggest that , in next year 's festival , you include different kinds of music , as ska or ethnical music .
",25 26,,R:OTHER,,
"For example , you can dance folk be Hamlet in the street , or even sing with some of your friends a nice song from you country .
",16 27,,R:OTHER,,
"You must be aware , anyway , of the difficulty of this kind of things ( bad weather , no attention from the people and so on )
",11 13,,R:OTHER,,
"You do n't need to be a Picasso , it 's enough with a bit of imagination .
",9 17,,R:OTHER,,
"If you do n't feel like doing any thing of this , you have alternative solutions .
",8 11,,R:OTHER,,
"Finally , if anything of the above result , you can prepare the classical parties in discos or work as a babysitter It does n't matter how , the aim is always money .
",7 7,,M:OTHER,,
"I prefer to staying in cabin because never before I when on holidays in tent . , so I think is more corfotabel to sleep in bet instand of outside in tent .
",7 16,,R:OTHER,,
"The activities I would like to do durring these two week it 's basketball and swimming .
",11 13,,R:OTHER,,
"Basketball I think I can playing well , because few years ago I was mamber of the scool team .
",0 6,,R:OTHER,,
"Swimming it 's not my favorite sport but I prefer swimming than golf or tennis .
",1 3,,R:OTHER,,
"I was the assistent of the responsible person for the clothes and make - up of the pop - group , realy I was very nervous about that because was the first time with so famous people , but I am very happy that all the things went very well Kim what realy particularly liked was when I was asked to do the make - up on my on realy I was very nervous but at same moment very happy , but every thing when well and everyboby was very hapy with my work .
",20 22,,R:OTHER,,
"I was the assistent of the responsible person for the clothes and make - up of the pop - group , realy I was very nervous about that because was the first time with so famous people , but I am very happy that all the things went very well Kim what realy particularly liked was when I was asked to do the make - up on my on realy I was very nervous but at same moment very happy , but every thing when well and everyboby was very hapy with my work .
",34 35,,R:OTHER,,
"I was the assistent of the responsible person for the clothes and make - up of the pop - group , realy I was very nervous about that because was the first time with so famous people , but I am very happy that all the things went very well Kim what realy particularly liked was when I was asked to do the make - up on my on realy I was very nervous but at same moment very happy , but every thing when well and everyboby was very hapy with my work .
",68 69,,R:OTHER,,
"I was the assistent of the responsible person for the clothes and make - up of the pop - group , realy I was very nervous about that because was the first time with so famous people , but I am very happy that all the things went very well Kim what realy particularly liked was when I was asked to do the make - up on my on realy I was very nervous but at same moment very happy , but every thing when well and everyboby was very hapy with my work .
",69 70,,R:OTHER,,
"I was the assistent of the responsible person for the clothes and make - up of the pop - group , realy I was very nervous about that because was the first time with so famous people , but I am very happy that all the things went very well Kim what realy particularly liked was when I was asked to do the make - up on my on realy I was very nervous but at same moment very happy , but every thing when well and everyboby was very hapy with my work .
",84 85,,R:OTHER,,
"Secondly , despite the high quality of the concerts , some of the halls they were given in were too small for the crowd of audition .
",23 26,,R:OTHER,,
"They were cold and moist , too , because the air - conditioning system was insufficient .
",4 5,,R:OTHER,,
"Another thing different from your schools is that we do n't change classrooms between periods .
",2 2,,M:OTHER,,
"We like chatting on the phone so much that most of us ' parents have limited the talking time down to five minutes , threatening to cut off the wires otherwise .
",11 13,,R:OTHER,,
"This month has been full of exams and there are still ones coming up next week , so I must be a swot as you see .
",11 12,,R:OTHER,,
"However , I have been asked by the class to propose you another visit .
",11 14,,R:OTHER,,
"Nowadays , most people think that famous people have a so good life ( lots of money , comfortable house ) that they have to stop complaining about he media 's treatment , because they have chosen to have this kind of life .
",9 11,,R:OTHER,,
"Nowadays , most people think that famous people have a so good life ( lots of money , comfortable house ) that they have to stop complaining about he media 's treatment , because they have chosen to have this kind of life .
",20 20,,M:OTHER,,
"Nowadays , most people think that famous people have a so good life ( lots of money , comfortable house ) that they have to stop complaining about he media 's treatment , because they have chosen to have this kind of life .
",28 29,,R:OTHER,,
"You ca n't go outside quietly , and there is all the time a crownd of people who stands in front of your house waiting for you .
",5 6,,R:OTHER,,
"You ca n't go outside quietly , and there is all the time a crownd of people who stands in front of your house waiting for you .
",10 13,,R:OTHER,,
"The question you have to ask yourself is : would you like to have all the time people around your house who are watching at you or people who are following you everywhere ?
",21 23,,U:OTHER,,
"The question you have to ask yourself is : would you like to have all the time people around your house who are watching at you or people who are following you everywhere ?
",28 30,,U:OTHER,,
"I should be more grateful if you could change the programme so as to go to the show .
",13 13,,M:OTHER,,
"The fashion show starts at 10 oclock and finishes at 19 o'clock .
",10 11,,R:OTHER,,
"I thin that it is very dangerous because the famous peple can not have you private life and on the other hand they may suffer from deppresion and sadness which may be lead them to suicide .
",14 15,,R:OTHER,,
"I thin that it is very dangerous because the famous peple can not have you private life and on the other hand they may suffer from deppresion and sadness which may be lead them to suicide .
",18 22,,R:OTHER,,
"I think that the goverment have to protect them and their private life from the journalist , punishing them .
",18 19,,R:OTHER,,
"I think that the government I responsible for the private life of the people .
",5 6,,R:OTHER,,
"If I want to know how a friend is , I just have to phone him ; I can see how the world is going on only by switching on the television , and I can cook in some minutes using the Microvelle oven .
",38 39,,R:OTHER,,
"As far as some further information you need from me is concerned , I am very glad to give you all the details of the matter .
",22 26,,R:OTHER,,
"I would like to travel on July ; that is for me the only possibility because I will finish my course a University at the end of June and I will start to work in September .
",21 22,,R:OTHER,,
"I like to travel with light logguage and I have no idea about the weather ; could you suggest me what kind of clothes I have to bring with me ?
",4 7,,R:OTHER,,
"I was employed in the security service .
",4 7,,R:OTHER,,
"I suggest you to try this kind of experience . You should be pride of you helping people who suffers , and at the same time you may enjoy yourself !
",13 14,,R:OTHER,,
"I apologize for not having written this letter sooner , but as you probably now , I was actually really busy because of the pop concert .
",14 15,,R:OTHER,,
"I 'm writing concerning your letter about my win in your competition for two weeks at Camp California .
",9 18,,R:OTHER,,
"Moreover , because of the accommodation , I would like to be in a tent , because I want to spend my holidays different than usually .
",2 4,,R:OTHER,,
"But until now I only took pictures on holidays and some family celabrations .
",1 3,,R:OTHER,,
"But until now I only took pictures on holidays and some family celabrations .
",4 6,,R:OTHER,,
